sign	id	agew_n	heightw_n	weightw_n	want_dietw_n	want_diet_1	id_p_createdw_n	waistw_n	bmi_finalw_n	bmi_1	recentw_n	seoul	metropol	otherregion	company	worker	etcwork	gender	married	d1	d2	d3	d4	loss_up	loss_down	loss_both	d_purpose1	d_purpose2	d_purpose3	diet_food	diet_clinic	20_female	PG01
0	profhong	1.00	0.28	0.33	0.44	2	0.00	0.41	0.46	2	0.19	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	sea123kr	0.59	0.50	0.27	0.28	2	0.98	0.25	0.27	2	0.69	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0
0	cshcrony	0.59	0.39	1.00	0.48	2	0.00	0.38	1.00	4	0.34	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0
0	rlaehdal	0.11	0.50	0.57	0.40	2	0.00	0.63	0.62	3	0.92	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	sera1213	0.59	0.50	0.60	0.40	2	0.00	0.63	0.65	3	0.19	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0
0	olee1005	0.48	0.33	0.27	0.28	2	0.60	0.38	0.35	2	1.00	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0
0	dufgufrk	0.43	0.39	0.67	0.20	1	0.00	0.88	0.80	4	0.02	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0
0	0queen	0.43	0.78	0.10	0.20	1	0.00	0.00	0.00	1	0.15	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0
0	nanpoong	0.16	0.44	0.67	0.80	4	0.83	0.44	0.76	4	0.07	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	a015388	0.48	0.28	0.77	0.56	3	0.00	0.88	0.99	4	0.15	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0
0	kssi2001	0.59	0.61	1.00	0.88	4	0.05	0.88	1.00	4	0.89	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0
0	8954love	0.16	0.78	1.00	1.00	4	0.29	1.00	0.94	4	0.35	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
0	smilegirl	0.22	0.61	0.17	0.20	1	0.00	0.25	0.10	1	0.16	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0
0	phk6866	1.00	0.33	0.43	0.56	3	0.00	0.63	0.55	3	0.10	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0	hobbangjr	0.22	1.00	0.70	0.68	3	0.12	0.88	0.50	3	0.94	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
0	pink1449	0.32	0.50	0.07	0.08	1	0.00	0.00	0.03	1	0.85	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0
0	kkypin	0.59	0.56	0.07	0.08	1	0.82	0.00	0.01	1	0.06	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0
0	gs03	0.38	0.06	0.60	0.28	2	1.00	0.63	0.92	4	0.50	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	bolddagoony	0.43	0.50	0.00	0.28	2	0.00	0.00	0.00	1	0.14	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	ljh3997	0.00	0.33	0.03	0.00	1	0.83	0.25	0.06	1	0.94	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
0	2817140	0.22	0.39	0.10	0.08	1	0.27	0.00	0.12	1	0.36	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
0	donghaya	0.54	0.33	0.63	0.48	2	0.97	0.73	0.79	4	0.44	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0
0	rloveu486	0.27	0.33	0.02	0.04	1	0.00	0.13	0.04	1	0.88	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0
0	ek1260	0.00	0.39	0.17	0.20	1	0.58	0.00	0.20	1	0.28	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
0	faple	0.22	0.39	0.32	0.28	2	0.01	0.50	0.38	2	0.01	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
0	halo007	0.81	0.17	0.07	0.16	1	0.00	0.25	0.18	1	0.09	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0
0	ssj7007	0.70	0.17	0.00	0.00	1	0.26	0.00	0.05	1	0.14	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
0	ksjudy	0.43	0.78	0.50	0.48	2	0.59	0.41	0.40	2	0.34	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0
0	kim760215	0.43	0.17	0.03	0.08	1	0.67	0.41	0.14	1	0.88	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0
0	vestas	0.27	0.11	0.17	0.24	1	0.01	0.38	0.33	2	0.43	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
0	csj0510	0.48	0.44	0.70	0.28	2	0.00	0.41	0.80	4	0.00	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0
0	sinspace	0.70	0.83	0.77	0.68	3	0.00	1.00	0.66	3	0.10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0	fennel	0.70	0.06	0.17	0.20	1	0.38	0.41	0.36	2	0.34	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0
0	naenae	0.54	0.00	0.33	0.44	2	0.59	0.50	0.78	4	0.99	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0
0	kwonys99	0.54	0.56	0.37	0.32	2	0.97	0.50	0.35	2	0.01	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
0	crocus00	0.16	0.22	0.27	0.16	1	0.21	0.38	0.40	2	0.47	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0
0	01359	0.48	1.00	1.00	0.88	4	0.00	0.41	1.00	4	0.56	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
0	cogcoog	0.22	0.50	0.27	0.28	2	0.75	0.13	0.27	2	0.30	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0
0	estherjh	0.22	0.61	0.43	0.28	2	0.76	0.41	0.40	2	0.51	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
0	yj5688	0.32	0.72	0.33	0.36	2	0.83	0.38	0.24	1	0.02	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0
0	eden617	0.22	1.00	0.80	0.88	4	0.90	0.41	0.61	3	0.93	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
0	come0208	0.11	0.33	0.07	0.08	1	0.98	0.13	0.10	1	0.51	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0
0	khjkhj	0.43	0.17	0.10	0.16	1	0.34	0.13	0.22	1	0.36	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
0	rlawjdtnr	1.00	0.33	0.47	0.48	2	0.00	0.63	0.59	3	0.36	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0
0	wjdqhgus	0.05	0.56	0.07	0.08	1	0.00	0.00	0.01	1	0.09	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0
0	helene117	0.65	0.17	0.00	0.08	1	0.00	0.41	0.09	1	0.24	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0
0	ggcat	0.54	0.61	0.00	0.08	1	0.00	0.41	0.00	1	0.09	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
0	jjukkumi79	0.27	0.22	0.43	0.20	1	0.54	0.63	0.61	3	0.14	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0
0	sumart	0.38	1.00	0.70	1.00	4	0.00	0.63	0.42	2	0.01	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	tiffany99	0.22	0.67	0.30	0.36	2	0.74	0.41	0.23	1	0.38	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0
0	bluesky1253	0.05	0.61	0.10	0.08	1	0.00	0.00	0.02	1	0.17	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	mbb1020	0.48	0.33	0.27	0.16	1	0.00	0.38	0.35	2	0.00	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	pinkangel0307	0.05	0.33	0.43	0.08	1	0.17	0.50	0.55	3	0.81	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
0	0702seo	0.70	0.50	0.10	0.16	1	0.00	0.25	0.07	1	0.08	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
0	ftsjhk	0.00	0.50	0.17	0.20	1	0.01	0.25	0.15	1	0.28	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
0	whan05	1.00	0.33	0.60	0.68	3	0.15	0.88	0.75	3	0.77	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0
0	bulrung	0.86	0.61	0.20	0.24	1	0.00	0.38	0.14	1	0.83	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0	mmnn1818	0.32	0.00	0.07	0.08	1	0.11	0.25	0.26	2	0.36	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	rkskek	0.11	0.00	0.00	0.04	1	0.55	0.41	0.16	1	0.76	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	jinha	0.00	0.94	0.40	0.88	4	0.00	0.41	0.21	1	0.23	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	boxil015	0.43	0.44	0.37	0.36	2	0.17	0.38	0.41	2	0.36	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
0	aran0305	0.86	0.06	0.43	0.28	2	0.00	0.38	0.71	3	0.13	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0
0	jee1980	0.22	0.33	0.27	0.36	2	0.21	0.25	0.35	2	0.43	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0
0	sunae99	0.70	0.61	0.60	0.72	3	0.00	0.63	0.59	3	0.72	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0
0	blue1529	0.81	0.33	0.17	0.32	2	0.02	0.17	0.23	1	0.14	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	uslla	0.38	0.61	0.43	0.28	2	0.00	0.41	0.40	2	0.64	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
0	pettymoon	0.48	0.33	0.30	0.44	2	0.10	0.41	0.39	2	0.88	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0
0	ygunmi	0.32	0.50	0.07	0.08	1	0.00	0.13	0.03	1	0.17	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0
0	zini2276	0.43	0.44	0.23	0.20	1	0.00	0.25	0.25	2	0.38	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	jrh4523	0.22	0.11	0.10	0.00	1	1.00	0.25	0.25	1	0.30	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	ace3492	0.70	1.00	1.00	1.00	4	1.00	1.00	0.93	4	0.19	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
0	jnet80	0.22	0.50	0.27	0.08	1	0.36	0.38	0.27	2	0.94	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
0	sejin1215	0.05	0.33	0.10	0.08	1	0.00	0.41	0.14	1	0.10	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
0	leekyunghye	1.00	0.44	0.33	0.28	2	0.00	0.38	0.37	2	0.38	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0
0	athella	0.32	0.28	0.30	0.40	2	0.61	0.00	0.42	2	0.95	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	yujungim	0.38	0.50	0.77	0.60	3	0.99	0.25	0.85	4	0.90	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0
0	scalet03	0.54	0.50	1.00	0.68	3	0.47	1.00	1.00	4	1.00	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
0	comely	0.38	0.94	0.67	0.80	4	0.33	0.41	0.49	2	0.11	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0
0	money333	0.54	0.44	0.67	0.92	4	0.05	0.41	0.76	4	0.95	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0
0	beangel	0.22	0.44	0.40	0.48	2	0.55	0.50	0.45	2	0.08	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0
0	mrmoon23	0.05	0.14	0.00	0.00	1	0.93	0.00	0.00	1	0.38	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
0	alfkvv	0.05	0.17	0.07	0.08	1	0.00	0.41	0.18	1	0.22	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	ssolo22	0.00	0.76	0.22	0.28	2	0.07	0.25	0.10	1	0.52	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0
0	happyrimi	0.27	0.39	0.38	0.48	2	0.00	0.38	0.46	2	0.74	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0
0	ejrho	0.16	0.67	0.45	0.28	2	0.93	0.41	0.39	2	1.00	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0
0	juya7200	0.43	0.17	0.13	0.08	1	0.15	0.13	0.26	2	1.00	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0
1	blue5447	0.97	0.33	0.08	0.12	1	0.17	0.25	0.12	1	0.52	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0
1	lkr21	0.59	0.61	0.37	0.44	2	0.02	0.41	0.33	2	0.93	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
1	swallow58	1.00	0.06	0.07	0.08	1	0.00	0.25	0.23	1	0.09	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0
1	dodo914	0.16	0.61	0.03	0.16	1	0.58	0.00	0.00	1	0.01	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0
1	carso	0.70	0.28	0.35	0.24	1	0.83	0.38	0.48	2	0.19	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0
1	didskfk	0.00	0.22	0.30	0.08	1	0.00	0.38	0.44	2	0.70	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
1	sh0919	0.65	0.56	0.70	0.92	4	0.00	0.50	0.74	3	0.82	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	suni41	0.11	0.72	0.60	0.44	2	0.21	0.50	0.53	3	0.36	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0
1	heeyat	0.05	0.44	0.10	0.08	1	0.00	0.13	0.10	1	0.19	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0
1	hedio	0.11	0.78	0.37	0.40	2	0.47	0.38	0.25	1	0.30	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0
1	kanglee3	0.65	0.11	0.53	0.68	3	0.00	0.88	0.80	4	0.61	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0
1	kmk6510	0.43	0.33	0.07	0.00	1	0.79	0.13	0.10	1	0.93	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0
1	sook77	0.38	0.33	0.13	0.24	1	0.02	0.13	0.18	1	1.00	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
1	all337	0.22	0.44	0.23	0.28	2	0.00	0.38	0.25	2	0.20	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
1	jjuyago	0.22	0.44	0.07	0.08	1	0.00	0.00	0.06	1	0.06	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0
1	zeerocool	0.16	1.00	0.03	1.00	4	0.00	0.41	0.00	1	0.23	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
1	bibi282	0.11	0.33	0.27	0.20	1	0.00	0.25	0.35	2	0.18	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
1	rabbitmh	0.48	0.11	0.23	0.28	2	0.65	0.41	0.42	2	0.82	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
1	agsfd1592	1.00	0.56	0.50	0.44	2	0.00	0.50	0.51	3	0.19	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
1	manchee905	0.11	0.61	0.70	0.44	2	0.00	0.63	0.71	3	0.83	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0
1	lieberf	0.16	0.61	0.70	0.84	4	0.44	0.41	0.71	3	0.70	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
1	houng723	0.32	0.83	0.67	0.68	3	0.00	0.88	0.55	3	0.17	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0
1	jeenee2000	0.38	0.61	0.40	0.48	2	0.77	0.50	0.37	2	0.33	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
1	pureidea	0.27	0.33	0.00	0.00	1	0.00	0.00	0.00	1	0.43	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	yunji337	0.43	0.06	0.53	0.64	3	0.01	0.52	0.84	4	0.35	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0
1	79ysy	0.43	0.56	0.20	0.20	1	0.00	0.25	0.16	1	0.27	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0
1	jangmadame	0.43	0.56	1.00	1.00	4	0.52	0.41	1.00	4	0.95	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0
1	hong80	0.22	0.50	0.37	0.24	1	0.00	0.38	0.38	2	0.84	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0
1	zzminho	0.43	1.00	1.00	1.00	4	0.00	0.88	0.74	3	0.27	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
1	cielo1	0.48	0.33	0.37	0.24	1	0.66	1.00	0.47	2	0.86	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0
1	euykyoun	1.00	0.11	0.60	0.40	2	0.01	0.63	0.89	4	0.02	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0
1	pi0923	0.91	0.06	0.00	0.08	1	0.94	0.00	0.15	1	0.38	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1	jinok5854	0.91	0.17	0.07	0.16	1	0.00	0.13	0.18	1	0.02	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1	hwa6854	0.81	0.11	0.17	0.16	1	1.00	0.00	0.33	2	0.03	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0
1	toy012	0.27	0.50	0.43	0.60	3	0.70	0.00	0.46	2	1.00	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0
1	qq4685	0.32	0.17	0.00	0.04	1	1.00	0.41	0.05	1	0.14	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
1	polo522	0.27	0.61	0.07	0.08	1	0.00	0.00	0.00	1	0.00	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0
1	kate7731	0.38	0.50	0.50	0.52	3	0.09	0.63	0.54	3	0.39	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0
1	yunstars	0.38	0.17	0.03	0.04	1	0.00	0.13	0.14	1	0.19	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0
1	phratia	0.27	0.17	0.03	0.12	1	1.00	0.41	0.14	1	0.02	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
1	mychunsa21	0.81	1.00	1.00	1.00	4	0.00	0.88	0.79	4	0.23	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1	chunokoo	0.59	0.50	0.13	0.20	1	0.87	0.13	0.11	1	1.00	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0
1	cmj6648	0.16	0.28	0.33	0.20	1	0.02	0.38	0.46	2	0.15	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0
1	hastened	0.32	0.33	0.00	0.00	1	0.00	0.00	0.00	1	0.97	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0
1	bites	0.16	0.72	0.23	0.28	2	0.81	0.25	0.13	1	0.86	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
1	maria711	0.16	0.22	0.03	0.00	1	0.80	0.13	0.11	1	0.10	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
1	sook6974	0.81	0.17	0.13	0.16	1	1.00	0.13	0.26	2	0.06	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
1	bomi_	0.27	0.33	0.00	0.00	1	0.00	0.00	0.00	1	0.07	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0
1	toktoksy	0.70	0.50	0.10	0.20	1	0.00	0.41	0.07	1	0.38	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
1	darkjun99	0.00	0.61	0.43	0.28	2	0.00	0.41	0.40	2	0.05	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
1	boram326	0.43	0.22	0.17	0.16	1	0.00	0.41	0.28	2	0.01	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
1	brandy14	0.11	0.53	0.97	0.28	2	0.26	1.00	1.00	4	0.49	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1	missu12	0.11	0.11	0.03	0.00	1	0.00	0.00	0.16	1	0.20	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
1	volcano4	0.27	1.00	0.93	0.68	3	0.00	0.88	0.75	3	0.22	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0
1	prikim	0.05	0.67	1.00	1.00	4	0.78	0.88	1.00	4	0.00	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
1	depty	0.27	0.44	0.67	0.88	4	1.00	0.88	0.76	4	0.14	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0
1	h2onammi	0.48	0.39	0.27	0.28	2	0.00	0.41	0.32	2	0.85	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0
1	smuphat	0.27	0.61	0.37	0.36	2	0.81	0.38	0.33	2	0.09	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
1	sungard2	0.75	0.61	0.40	0.28	2	0.86	0.63	0.37	2	0.03	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0
0	aaaa10	0.54	0.89	0.77	1.00	4	0.00	0.41	0.63	3	0.40	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
0	minju127	0.16	0.33	0.37	0.28	2	0.53	0.41	0.47	2	0.33	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1
0	enheeya	0.65	0.00	0.17	0.20	1	0.79	0.13	0.42	2	0.61	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1
0	yone1004	0.43	0.22	0.30	0.36	2	0.55	0.25	0.44	2	0.00	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1
0	rezina	0.86	0.94	0.43	0.36	2	0.00	0.63	0.25	1	1.00	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1
0	aaaa11	0.54	0.89	0.77	1.00	4	0.00	0.41	0.63	3	0.40	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
0	blue2803	0.59	0.06	0.17	0.32	2	0.28	0.41	0.36	2	0.16	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1
0	gudtndi	0.48	0.36	0.68	0.68	3	0.00	0.88	0.83	4	0.02	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1
0	myneline	0.81	0.25	0.47	0.56	3	1.00	0.41	0.64	3	0.06	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1
0	skkyen	0.11	0.50	0.36	0.44	2	0.00	0.41	0.37	2	0.83	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
0	skylee	0.75	0.06	0.23	0.32	2	0.41	0.38	0.45	2	0.06	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1
0	dudu96	0.48	0.28	0.40	0.60	3	0.73	0.38	0.54	3	0.27	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1
0	jh0611	0.43	0.00	0.43	0.52	3	0.33	0.50	0.76	4	0.00	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1
